CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,TPMS,ActiveSafetySysNote,DynamicBrakeSupport,PedestrianAutomaticEmergencyBrak,AutoReverseSystem,AutomaticPedestrianAlertingSound,CAN_AACN,EDR,KeylessIgnition,DaytimeRunningLight,LowerBeamHeadlampLightSource,SemiautomaticHeadlampBeamSwitchi,AdaptiveDrivingBeam,SAEAutomationLevel,SAEAutomationLevel_to,RearCrossTrafficAlert,GrossCombinationWeightRating,GrossCombinationWeightRatingUpTo,NCSANote,NCSAMappingException,NCSAMapExcApprovedOn,NCSAMapExcApprovedBy,GrossVehicleWeightRatingUpTo,ErrorText,BatteryInfo,DestinationMarket,DisplacementCI,DisplacementL,EntertainmentSystem,SteeringLocation,Windows,BrakeSystemDesc,BatteryA,BatteryV,BatteryKWh,EVDriveUnit,Note,WheelSizeFront,WheelSizeRear,OtherRestraintSystemInfo,OtherEngineInfo,BatteryA_to,BatteryV_to,BatteryKWh_to,BasePrice,TopSpeedMPH,SuggestedVIN,PossibleValues,BusLength,OtherBusInfo,OtherMotorcycleInfo,OtherTrailerInfo,AdditionalErrorText_,VehicleDescriptor,CASEWGT,PSUSTRAT,VERSION
10585,15,73,1-15-2018-073-03,3,1,WDDGJ4HB1EG2,WDD,MERCEDES-BENZ CARS,Mercedes-Benz,Mercedes-Benz AG,MERCEDES-BENZ,C-Class,2014,PASSENGER CAR,C250,,,,Coupe,2,,1800.0,,BREMEN,,GERMANY,,,,,,,,,,,,,26MAY2020:13:32:45.270,1042,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,V-Shaped,,,,,,,Manual,Yes,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,109.84273937051,1.8,,,,,,,,,,,,Type 2 seat belts for all occupants. Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners.,,,,,,,,,,,,,,WDDGJ4HB*EG******,242.922331988394,1,3
10564,23,71,1-23-2018-071-03,3,1,WVWAS71K37W2,WVW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Rabbit,2007,PASSENGER CAR,,,,,Hatchback/Liftback/Notchback,2,,2480,Manual/Standard,WOLFSBURG,,GERMANY,,,,,,,,,,,,,26MAY2020:13:32:54.737,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,5,,Gasoline,,,,111.86,150.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,151.338885354,2.480000,,,,,,,,,,,,Active Seat Belt  Advanced Front Air Bags.,50-St./Can. BIN 2/PZEV emission. Emissions Certification Test Group: 7VWXV02.5257.,,,,,,,,,,,,,WVWAS71K*7W******,186.565294292052,5,3
10274,20,61,1-20-2018-061-04,4,3,19UUA66225A0,19U,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",ACURA,TL,2005,PASSENGER CAR,,BASE,,,Sedan/Saloon,4,J32A3,3211.864544,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:41:06.760,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,201.34,270.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,196,3.211864544,,,,,,,,,,,,Seat Belt (Rear),,,,,,,,,,,,,,19UUA662*5A******,242.957571779157,11,3
10609,20,84,1-20-2018-084-03,3,2,1C4HJXFG1JW2,1C4,FCA US LLC,Chrysler,,JEEP,Wrangler,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),Unlimited Rubicon,JL (Open Body),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3600.0,Manual/Standard,TOLEDO,OHIO,UNITED STATES (USA),,Standard,,,Standard,,Optional,,Standard,,,,26MAY2020:12:44:11.390,994,Toledo North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,118.40,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,,6,4WD/4-Wheel Drive/4x4,2,,Hydraulic,,,,,,,FCA,,6,,Gasoline,,,V-Shaped,212.52,285.00,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,ParkSense Rear Park Assist: Optional; Advanced Brake Assist: Standard; Electronic Roll Mitigation: Standard; Front Passenger Seat Belt Alert: Standard; Hydraulic Assist Brake Booster: Standard; Hill Start Assist; Standard; Remote keyless entry: Standard; Remote Proximity Keyless Entry: Optional; Remote-Start System (N / A w / Manual Transmission): Optional; Trailer Sway Damping: Standard,,,,,,,Standard,Standard,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,219.68547874103,3.6,,Left Hand Drive (LHD),,,,,,,,17,17,Active Seat Belt,,,,,41445,,,,,,,,,1C4HJXFG*JW******,257.1691857777,11,3
10588,17,71,1-17-2018-071-06,6,2,1G4GF5E34DF2,1G4,GENERAL MOTORS LLC,GM,,BUICK,LaCrosse,2013,PASSENGER CAR,"Premium Group II, FWD",,,,Sedan/Saloon,4,LFX,3600.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:01:34.100,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,219.68547874103,3.6,,,4,,,,,,,,,,,,,,,,,,,,,,,1G4GF5E3*DF******,217.56771702627,4,3
10602,21,64,1-21-2018-064-04,4,1,2GKFLXE3XE63,2GK,GENERAL MOTORS LLC,GM,,GMC,Terrain,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),SLT 1 AWD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LFX - VVT, E85 Max, Aluminum",3600.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,26MAY2020:13:15:39.087,984,GMNA,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,219.68547874103,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,2GKFLXE3*E6******,2306.6242275943,11,3
10609,20,84,1-20-2018-084-03,3,1,3MYDLBYV1HY1,3MY,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,Mazda,Mazda Motor Corporation,TOYOTA,Yaris iA,2017,PASSENGER CAR,,,,,Sedan/Saloon,4,P5V,1500.0,,GUANAJUATO,SALAMANCA,MEXICO,,,,,,,,,,,,,26MAY2020:13:22:41.630,1083,MMMdM(Mazda Motor Manufacturing de Mexico),,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Mazda,,4,,Gasoline,,,In-Line,79.04,106.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,91.53561614209,1.5,,,,,,,,,Yaris iA (USA except Puerto Rico)/  Yaris(Puerto Rico),,,,,,,,,,,,,,,,,3MYDLBYV*HY******,257.1691857777,11,3
10604,20,81,1-20-2018-081-04,4,2,WD3PE7CDXHP5,WD3,MERCEDES-BENZ AG,Daimler,,MERCEDES-BENZ,Sprinter,2017,TRUCK,2500,,,,Van,,OM642,3000,,DUSSELDORF,,GERMANY,,,,,,,,,,,,,26MAY2020:13:32:35.847,1023,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Daimler,4,6,Water,Diesel,,,V-Shaped,140.19,188.00,,Dual Overhead Cam (DOHC),,,Manual,Yes,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,183.0712322841,3,,,,,,,,,Wheelbase: 3665mm,,,Thorax Driver side airbag - driver and passenger window airbag - Type 2 seat belts with load limiters and pretensioners,Transmission: L-5  Fuel Delivery : DFI  Aspiration : TC,,,,,,,,,,,,,WD3PE7CD*HP******,528.28627191233,11,3
10519,17,69,1-17-2018-069-04,4,3,1FAFP53U56A2,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Taurus,2006,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,3000.0,,HAPEVILLE,GEORGIA,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:50:52.633,976,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,115.58,155.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,183.07123228419,3.0,,,,,,,,,,,,,EFI,,,,,,,,,,,,,1FAFP53U*6A******,589.892222183075,4,3
10524,26,64,1-26-2018-064-03,3,1,1FMCU0G95HUF,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Escape,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),SE,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2000.0,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,Standard,,,Standard,,Optional,,Standard,,,,26MAY2020:12:54:01.217,976,Louisville Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,105.90,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,4x2,2,,Hydraulic,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,178.97,240.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,Standard,,Standard,,Standard,,Optional,,,Standard,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,17,17,,Premium Fuel,,,,25250,125,,,,,,,,1FMCU0G9*HU******,935.460580028448,10,3
10559,16,71,1-16-2018-071-02,2,1,4T1BE32K05U5,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2005,PASSENGER CAR,ACV30L/MCV30L/MCV31L,,,,Sedan/Saloon,4,2AZ-FE,2400.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:24:31.850,1088,"Toyota Motor Manufacturing, Kentucky, Inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,146.45698582735,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,4T1BE32K*5U******,30.2605400482505,5,3
10558,16,70,1-16-2018-070-05,5,1,WDDGF81X69R0,WDD,MERCEDES-BENZ CARS,Mercedes-Benz,Mercedes-Benz AG,MERCEDES-BENZ,C-Class,2009,PASSENGER CAR,C300,4-MATIC,,,Sedan/Saloon,4,,3000.0,,EAST LONDON,,SOUTH AFRICA,,,,,,,,,,,,,26MAY2020:13:32:44.237,1042,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,Yes,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,183.07123228419,3.0,,,,,,,,,,,,Seat belts at all positions. Airbags at other locations are optional packages,,,,,,,,,,,,,,WDDGF81X*9R******,37.0005626515962,5,3
10255,29,26,1-29-2018-026-01,1,1,WVGEF9BPXCD0,WVG,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Touareg,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),V6 FSI/TDI/Hybrid w/Comfort Suspension,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3596,,BRATISLAVA,,SLOVAKIA,,,,,,,,,,,,,26MAY2020:13:32:53.533,1147,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,6,,Gasoline,,,,208.80,280.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,219.441383764,3.596000,,,,,,,,,,,,Advanced Front Air Bags.,BIN 5/ULEV II emission. Emissions Certification Test Group: CVWXT03.6U76,,,,,,,,,,,,,WVGEF9BP*CD******,91.3660217576404,2,3
10502,16,69,1-16-2018-069-05,5,1,1B3CB3HA7AD6,1B3,FCA US LLC,Chrysler,,DODGE,Caliber,2010,PASSENGER CAR,PM,Mainstreet,M (Medium),,Hatchback/Liftback/Notchback,4,,2000.0,,,,,,,,,,,,,,,,,26MAY2020:12:41:39.183,994,Belvidere Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,"U.S., Canada, Mexico, Other Export Market (BUX)",122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,,,Active Seatbelts for all seating positions.,"Sales Code for Engine - ECN,ECP. Sales Code for CNG Non-Turbo Engine - ECQ",,,,,,,,,,,,,1B3CB3HA*AD******,24.6134322763651,5,3
10378,16,62,1-16-2018-062-10,10,2,1GCEK19866F2,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2006,TRUCK,1500 1/2 ton,,,,Pickup,,LK5,2800.0,,FLINT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:02:53.010,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,170.86648346525,2.8,,,,,,,,,,,,,"HO, Active Fuel MGT",,,,,,,,,,,,,1GCEK198*6F******,1499.86369242519,5,3
10588,17,71,1-17-2018-071-06,6,1,2HGFG12867H5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2007,PASSENGER CAR,,EX,,,Coupe,2,R18A1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,26MAY2020:13:16:43.933,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,110,1.802577040,,,,,,,,,,,,Rear Restraint System: Seat Belt & Side Curtain Air bag (Rr R/L outer positions) / Seat Belt (Rr center position).),,,,,,,,,,,,,,2HGFG128*7H******,217.56771702627,4,3
10392,17,62,1-17-2018-062-07,7,2,3VWRZ7AJ9AM0,3VW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Jetta,2010,PASSENGER CAR,"2.5 SE,  SEL, 2.0T Wolfsburg Edition/ TDI w/sunroof",,,,Sedan/Saloon,4,,2480,,PUEBLA,,MEXICO,,,,,,,,,,,,,26MAY2020:13:23:53.833,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Volkswagen,,5,,Gasoline,,,,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,151.338885354,2.480000,,,,,,,,,,,,Active Seat Belt Advanced Front Air Bags.,50-St. BIN 3/PZEV emission. Emissions Certification Test Group: AVWXV02.5259,,,,,,,,,,,,,3VWRZ7AJ*AM******,1214.79447510049,4,3
10560,16,72,1-16-2018-072-09,9,2,4T1BE32K02U5,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2002,PASSENGER CAR,MCV30L/ACV30L,,,,Sedan/Saloon,4,2AZ-FE,2400.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:24:31.633,1088,"Toyota Motor Manufacturing, Kentucky, Inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,117.07,157.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,146.45698582735,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,4T1BE32K*2U******,2271.47199984834,5,3
10394,17,64,1-17-2018-064-01,1,1,JN8DR09Y42W7,JN8,"NISSAN MOTOR COMPANY, LTD",Nissan,,NISSAN,Pathfinder,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Wagon,4,VQ35DE,3500.0,,YOKOHAMA,,JAPAN,,,,,,,,,,,,,26MAY2020:13:29:30.530,996,Kyushu Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,213.58310433156,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,JN8DR09Y*2W******,107.235600535357,4,3
10392,17,62,1-17-2018-062-07,7,1,JT2AT86FXL00,JT2,TOYOTA MOTOR CORPORATION,Toyota,,TOYOTA,Celica,1990,PASSENGER CAR,ST,,,,Coupe,2,4A-FE,1587,,TAHARA,,JAPAN,,,,,,,,,,,,,26MAY2020:13:29:36.420,1057,Toyota Motor Corp.,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,Driver Seat Only,,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,96.844681878,1.587000,,,,,,,,,,,,,Electronic Fuel Injection or Cabureted Engine,,,,,,,,,,,,,JT2AT86F*L0******,1214.79447510049,4,3
10652,33,60,1-33-2018-060-07,7,1,1B3CB4HA0AD5,1B3,FCA US LLC,Chrysler,,DODGE,Caliber,2010,PASSENGER CAR,PM,SXT,H (High Line),,Hatchback/Liftback/Notchback,4,,2000.0,,,,,,,,,,,,,,,,,26MAY2020:12:41:39.467,994,Belvidere Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,"U.S., Canada, Mexico, Other Export Market (BUX)",122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,,,Active Seatbelts for all seating positions.,"Sales Code for Engine - ECN,ECP. Sales Code for CNG Non-Turbo Engine - ECQ",,,,,,,,,,,,,1B3CB4HA*AD******,403.120905358811,12,3
10572,10,38,1-10-2018-038-06,6,2,1C3CC4FB0AN1,1C3,FCA US LLC,Chrysler,,CHRYSLER,Sebring,2010,PASSENGER CAR,,LX,H (High Line),,Sedan/Saloon,4,,2400.0,,,,,,,,,,,,,,,,,26MAY2020:12:42:11.403,994,Sterling Heights Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,"U.S., Canada, Other Export Market (BUX)",146.45698582735,2.4,,Left Hand Drive (LHD),,,,,,,,,,Active Seatbelts for all seating positions.,"Sales Code for Engine - EDG,ED3",,,,,,,,,,,,,1C3CC4FB*AN******,232.539041141895,4,3
10644,31,35,1-31-2018-035-10,10,2,1C4NJCBAXED5,1C4,FCA US LLC,Chrysler,,JEEP,Compass,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Sport,,,Hatchback/Liftback/Notchback,,,2000.0,,,,,,,,,,,,,,,,,26MAY2020:12:44:18.843,994,Belvidere Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,U.S.,122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,Body Type: Hatchback Tail,,,Active Seat Belt,"Sales Code: ECK,ECS,ECT,ECN",,,,,,,,,,,,,1C4NJCBA*ED******,359.234935300888,6,3
10590,17,73,1-17-2018-073-04,4,1,1C6RR6MT4ES1,1C6,FCA US LLC,Chrysler,,RAM,1500,2014,TRUCK,,Sport,,,Pickup,,,5700.0,,,,,,,,,,,,,,,,,26MAY2020:12:48:31.647,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Short,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,347.83534133997,5.7,,Left Hand Drive (LHD),,,,,,,Drive Type: Single Rear Wheels,,,Active Seat Belt,"Sales Code: EZC,EZH",,,,,,,,,,,,,1C6RR6MT*ES******,583.0789017897,4,3
