CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
7446,15,45,1-15-2017-045-04,4,1,1N4BA41E14C8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2004,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:00.360,997,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*4C******,,1869.59623103253,1,2
8766,14,66,1-14-2017-066-07,7,1,1N4BA41E68C8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:01.410,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,190.15,255.00,270.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*8C******,Direct,13238.4597274064,8,2
8347,11,53,1-11-2017-053-05,5,2,1N4BA41E68C8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:01.563,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,190.15,255.00,270.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*8C******,Direct,215.76360545375,8,2
8621,29,31,1-29-2017-031-06,6,2,1N4BA41E88C8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:01.970,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,190.15,255.00,270.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*8C******,Direct,532.359992427368,2,2
8449,15,96,1-15-2017-096-02,2,1,1N4BA41E94C8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2004,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:02.050,997,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BA41E*4C******,,33.5752938530052,1,2
8289,20,131,1-20-2017-131-10,10,2,1N4BL11D23C2,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2003,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.00,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:02.410,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,,,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL11D*3C******,,3419.93796732835,11,2
7994,23,92,1-23-2017-092-07,7,2,1N4BL21E48N4,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:03.220,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL21E*8N******,Direct,734.734825091727,5,2
8356,26,63,1-26-2017-063-06,6,1,1N4BL24E69C1,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2009,PASSENGER CAR,,,,,Coupe,2,VQ35DE,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:03.673,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,190.15,255.00,270.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL24E*9C******,Direct,571.998729971993,10,2
8258,26,62,1-26-2017-062-06,6,2,1N4CL21E68C2,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:05.877,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,Electric,,,,,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4CL21E*8C******,Direct,1870.88822780662,10,2
7377,29,23,1-29-2017-023-04,4,2,1N4CL21E98C2,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:05.940,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,Electric,,,,,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4CL21E*8C******,Direct,1810.79011176529,2,2
7885,19,97,1-19-2017-097-01,1,1,1N4DL01A21C1,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2001,PASSENGER CAR,,,,,Sedan/Saloon,4,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:06.173,997,USA Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4DL01A*1C******,,401.34587739812,9,2
6427,10,8,1-10-2017-008-09,9,2,1N4DL01D11C1,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2001,PASSENGER CAR,,,,,Sedan/Saloon,4,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:06.393,997,USA Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4DL01D*1C******,,290.765620037396,4,2
8282,15,87,1-15-2017-087-06,6,2,1N4DL01D7XC2,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,1999,PASSENGER CAR,,,,,Sedan/Saloon,4,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:07.017,997,USA Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4DL01D*XC******,,437.584584197271,1,2
7913,20,104,1-20-2017-104-03,3,1,1N6AA06B64N5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2004,TRUCK,,,,,Pickup,2,VK56DE,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:07.393,997,USA Canton Plant,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1N6AA06B*4N******,,378.28856838694,11,2
7267,13,54,1-13-2017-054-03,3,3,1N6AA07A64N5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2004,TRUCK,,,,,Pickup,4,VK56DE,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:07.923,997,USA Canton Plant,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Short,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA07A*4N******,,931.202158521994,7,2
6936,14,23,1-14-2017-023-02,2,2,1N6AA07A74N5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2004,TRUCK,,,,,Pickup,4,VK56DE,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:08.050,997,USA Canton Plant,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Short,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA07A*4N******,,310.247293447891,8,2
7608,21,40,1-21-2017-040-07,7,2,1N6AA07D09N3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2009,TRUCK,,,,,Pickup,,,5600.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:08.537,997,Canton Plant,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA07D*9N******,,538.765462517657,11,2
7034,11,22,1-11-2017-022-06,6,2,1N6AA0EC4BN3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2011,TRUCK,,,,,Pickup,,,5600.0,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:08.783,997,Canton Plant,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA0EC*BN******,,6809.55000197747,8,2
7447,13,60,1-13-2017-060-04,4,2,1N6AA1E69HN5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2017,TRUCK,,,,,Pickup,,,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:09.487,997,Nissan North America Inc.,Medium,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA1E6*HN******,Direct,2291.22123220478,7,2
8172,30,80,1-30-2017-080-03,3,2,1N6AA1EK4HN5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2017,TRUCK,,,,,Pickup,,,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:09.783,997,Nissan North America Inc.,Medium,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AA1EK*HN******,Direct,3001.76896990858,10,2
6768,30,36,1-30-2017-036-04,4,1,1N6AD0ER6DN7,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Frontier,2013,TRUCK,,,,,Pickup,,,4000,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:11.330,997,Canton Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AD0ER*DN******,,2767.78589531975,10,2
8777,10,62,1-10-2017-062-07,7,2,1N6AD0ERXBC4,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Frontier,2011,TRUCK,,,,,Pickup,,,4000,,,TENNESSEE,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:11.673,997,Smyrna Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6AD0ER*BC******,,39.7072252191354,4,2
7290,32,66,1-32-2017-066-02,2,2,1N6BA06A15N5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2005,TRUCK,,,,,Pickup,,,5600.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:13.377,997,USA Canton Plant,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,,,Flexible Fuel Vehicle (FFV),,,,,,,,,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1N6BA06A*5N******,,38.7789940897766,7,2
7257,17,37,1-17-2017-037-07,7,2,1N6BA0EC9AN3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2010,TRUCK,,,,,Pickup,,,5600.0,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:13.767,997,Canton Plant,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Flexible Fuel Vehicle (FFV),,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6BA0EC*AN******,,394.887973961642,4,2
8060,32,110,1-32-2017-110-02,2,1,1N6BA0ED6EN5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2014,TRUCK,,,,,Pickup,,,5600.0,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:13.860,997,Canton Plant,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Flexible Fuel Vehicle (FFV),,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6BA0ED*EN******,,86.2495811560916,7,2
7381,20,75,1-20-2017-075-02,2,3,1N6BA1F49GN5,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Titan,2016,TRUCK,,,,,Pickup,,,5000.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:13.957,997,Nissan North America Inc.,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,,Long,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Diesel,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6BA1F4*GN******,,58.9749156417352,11,2
6985,16,38,1-16-2017-038-02,2,2,1N6BF0LY5HN8,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,NV,2017,TRUCK,1500/2500/3500,High Roof,,,Van,,,4000.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:15.017,997,Nissan North America Inc.,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,,Not Applicable,Not Applicable,1N6BF0LY*HN******,Direct,93.3395244551799,5,2
6363,19,20,1-19-2017-020-04,4,1,1N6ED27T0YC3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Frontier,2000,TRUCK,,,,,Pickup,,,3300.0,,,,UNITED STATES (USA),,,,,Standard,,,,,,,,26MAY2020:13:10:15.847,997,USA Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6ED27T*YC******,,1320.59535121042,9,2
7365,19,76,1-19-2017-076-08,8,2,1N6ED29X03C4,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Frontier,2003,TRUCK,,,,,Pickup,4,VG33E,3300.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:16.347,997,USA Smyrna Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,Long,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1N6ED29X*3C******,,215.277774648986,9,2
7178,22,59,1-22-2017-059-01,1,1,1N6ND16S0KC4,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pickup,1989,TRUCK,,,,,Pickup,,Z24i EFI,2389,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:16.517,997,U.S.A. Plant,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1N6ND16S*KC******,,92.645881565269,12,2
6279,26,3,1-26-2017-003-02,2,1,1N6SD16Y2VC3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pickup,1997,TRUCK,,,,,Pickup,,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:16.800,997,U.S.A. Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1N6SD16Y*VC******,,217.327752687266,10,2
7525,19,80,1-19-2017-080-04,4,1,1N6SD16YXTC3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pickup,1996,TRUCK,,,,,Pickup,,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:16.893,997,U.S.A. Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1N6SD16Y*TC******,,696.163054012629,9,2
9043,26,85,1-26-2017-085-03,3,1,1NKDL49XXCJ3,1NK,KENWORTH TRUCK COMPANY,Kenworth,PACCAR INC.,KENWORTH,T8 Series,2012,INCOMPLETE VEHICLE,,,,,Truck,,Cummins ISX,15000,,CHILLICOTHE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:17.110,1032,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,6x4,,,Air,,,,,,,,,6,,Diesel,,,In-Line,298.28,400.00,600.00,,,,,,,,,,,,0,Not Applicable,,Not Applicable,,1NKDL49X*CJ******,,285.16876480189,10,2
6516,23,18,1-23-2017-018-03,3,1,1NKWXBTX34J0,1NK,KENWORTH TRUCK COMPANY,Kenworth,PACCAR INC.,KENWORTH,W900,2004,INCOMPLETE VEHICLE,,,,,Truck,,Caterpillar 3406,14600.0,,CHILLICOTHE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:10:17.457,1032,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,Other,,,Air,,,,,,,Caterpillar,4,6,,Diesel,,,In-Line,,,,,,,,,,,,,,,0,Not Applicable,MDHD: Conventional,Not Applicable,,1NKWXBTX*4J******,,175.276009767455,5,2
