CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
14694,77,94,1-77-2019-094-03,3,1,1GCPTDE19G13,2016,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Colorado,2016,TRUCK,Z71,,,,Pickup,4,"LWN - EUR04, DI: Direct Injection",2800.0,,WENTZVILLE,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:24.320,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GMNA,,4,,Diesel,,,In-Line,140.00,187.74,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1GCPTDE1*G1******,,1203.24720890534,9,4
14682,24,94,1-24-2019-094-03,3,1,1GDY72CA0D19,2013,1GD,GENERAL MOTORS LLC,GM,,GMC,Savana,2013,INCOMPLETE VEHICLE,,3500 Cutaway,,,Incomplete - Cutaway,2,"L20 - Flex Fuel(Gas/Ethanol), SFI Iron",4800.0,,WENTZVILLE,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:51.333,984,GMNA,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,139.00,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,RWD/ Rear Wheel Drive,,,Hydraulic,,,,,,,,,8,,Gasoline,Ethanol (E85),Sequential Fuel Injection (SFI),,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,,Not Applicable,,1GDY72CA*D1******,,544.939671082174,1,4
14740,30,78,1-30-2019-078-04,4,3,1GKDT13S3225,2002,1GK,GENERAL MOTORS LLC,GM,,GMC,Envoy,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),,1/2 ton Luxury,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LL8,4200.0,,MORAINE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:59.723,984,GM Truck Group,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,6,Water,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GKDT13S*22******,,1512.00278732957,10,4
14740,30,78,1-30-2019-078-04,4,1,1GKFK66807J2,2007,1GK,GENERAL MOTORS LLC,GM,,GMC,Yukon XL,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),"Denali (Luxury), 1500 1/2 ton",,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,L92,6200.0,,JANESVILLE / LANSING - DELTA TWP,WISCONSIN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:49:25.427,984,GM TRUCK GROUP,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,8,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GKFK668*7J******,,1512.00278732957,10,4
14730,22,71,1-22-2019-071-09,9,1,1GNCT18Z8K82,1989,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Blazer,1989,MULTIPURPOSE PASSENGER VEHICLE (MPV),Small Conventional Cab,1/2 ton nominal,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,,4300.0,,SHREVEPORT,LOUISIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:49:49.927,984,NA - Truck Platform,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,CPC,,6,,Gasoline,,Throttle Body Fuel Injection (TBI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GNCT18Z*K8******,,206.832244875818,12,4
14705,73,49,1-73-2019-049-04,4,1,1GTHK34K8RE5,1994,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,1994,TRUCK,Conventional Cab,1 ton nominal,,,Pickup,2,,5700.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:52:36.520,984,NA - Truck Platform,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,WRN,,8,,Gasoline,,Throttle Body Fuel Injection (TBI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GTHK34K*RE******,,47.2783295775548,3,4
14703,32,102,1-32-2019-102-06,6,4,1GYS4DKJ7JR3,2018,1GY,GENERAL MOTORS LLC,GM,,CADILLAC,Escalade,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),Platinum - 4WD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"L86 -SIDI: Spark Ignition Direct Injection, VVT: Variable Valve Timing, AFM, E85 MAX, ALUM",6200.0,Automatic,ARLINGTON,TEXAS,UNITED STATES (USA),Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,,,Standard,22OCT2020:12:53:01.753,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,116.00,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,7,3,10,4WD/4-Wheel Drive/4x4,2,,Hydraulic,,,,,,,GM,,8,,Gasoline,Ethanol (E85),,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1GYS4DKJ*JR******,Direct,976.036920576304,7,4
14742,30,79,1-30-2019-079-03,3,2,1HGCR2F55GA0,2016,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2016,PASSENGER CAR,Sport,,,,Sedan/Saloon,4,K24W1,2356,Continuously Variable Transmission (CVT),MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:54:30.100,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Honda,,4,Water,Gasoline,,,In-Line,137.95,185.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGCR2F5*GA******,Indirect,539.436932239163,10,4
14729,22,70,1-22-2019-070-07,7,1,1N4BL11D86N4,2006,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2006,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:04.707,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Nissan,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL11D*6N******,,248.972898146673,12,4
14701,32,100,1-32-2019-100-03,3,2,1N4BL21E18N5,2008,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ35DE,3500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:05.177,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Nissan,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4BL21E*8N******,Direct,790.096575026951,7,4
14703,32,102,1-32-2019-102-06,6,7,1NPTXBEX1BD1,2011,1NP,PETERBILT MOTORS COMPANY,Peterbilt,PACCAR INC.,PETERBILT,367,2011,INCOMPLETE VEHICLE,,,,,Truck,,Caterpillar 3306/C15/C16,,,DENTON,TEXAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:58:26.363,1033,Peterbilt,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,Other,,,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,,1NPTXBEX*BD******,,976.036920576304,7,4
14731,31,54,1-31-2019-054-01,1,1,2C4GP24323R2,2003,2C4,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Town and Country,2003,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,L Series,,Minivan,4,,3300.0,,WINDSOR,ONTARIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:00:33.283,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Flexible Fuel Vehicle (FFV),,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,2C4GP243*3R******,,297.974535814078,6,4
14683,24,95,1-24-2019-095-07,7,2,2FMGK5CC4CBD,2012,2FM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Flex,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),SEL,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3500.0,,OAKVILLE,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:31.440,977,Oakville,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,195.37,262.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd & 3rd Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,2FMGK5CC*CB******,Direct,2184.06099108753,1,4
14728,19,46,1-19-2019-046-03,3,1,2G1FF3D38F91,2015,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Camaro,2015,PASSENGER CAR,2LT (Automatic),,,,Convertible/Cabriolet,2,LFX,3600.0,Automatic,OSHAWA #1 (OSH),ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:51.877,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2G1FF3D3*F9******,Direct,565.321654999234,9,4
14724,27,52,1-27-2019-052-04,4,1,2GKFLWEK4F62,2015,2GK,GENERAL MOTORS LLC,GM,,GMC,Terrain,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),SLE 2 AWD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LEA - Flex Fuel (Gas/Alc), Aluminum, HO,",2400.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:06:21.580,984,GMNA,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,,,4,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,2GKFLWEK*F6******,Direct,387.412231544467,3,4
14692,52,42,1-52-2019-042-03,3,1,2GNALBEKXF61,2015,2GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),1LT FWD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LEA - Flex Fuel (Gas/Alc), Aluminum, HO,",2400.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:06:44.580,984,GMNA,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,4,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,2GNALBEK*F6******,Direct,82.3017862061525,12,4
14725,27,53,1-27-2019-053-03,3,1,2GNAXPEX9K62,2019,2GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2019,MULTIPURPOSE PASSENGER VEHICLE (MPV),Premier FWD (2LZ),,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LTG - Spark Ignited Direct Injection, ALUM DOHC, Variable Valve Timing, DCVCP TURBO, E0-E100, ALUM",2000,,INGERSOLL,ONTARIO,CANADA,Optional,Standard,Optional,Optional,Standard,Optional,Standard,Optional,Standard,,,,22OCT2020:13:07:21.750,984,CAMI,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,107.30,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,FWD/Front Wheel Drive,2,,Hydraulic,,,,,,,GM,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,2GNAXPEX*K6******,Direct,97.9321161290741,3,4
14681,24,93,1-24-2019-093-03,3,1,2GNFLFE31E61,2014,2GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),1LT AWD,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LFX - VVT, E85 Max, Aluminum",3600.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:07:37.890,984,GMNA,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,2GNFLFE3*E6******,Direct,544.93967119046,1,4
14680,11,88,1-11-2019-088-09,9,2,2HGES16595H5,2005,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2005,PASSENGER CAR,LX,,,,Sedan/Saloon,4,D17A1,1668,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:08:16.720,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,4,,,,,,,,,,,,,4,,Gasoline,,,In-Line,85.76,115.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2HGES165*5H******,,4464.26314816412,8,4
14715,13,63,1-13-2019-063-06,6,1,2HGFA1F57AH3,2010,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2010,PASSENGER CAR,,LX,,,Sedan/Saloon,4,R18A1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:08:23.313,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2HGFA1F5*AH******,Direct,2048.31250471932,7,4
14682,24,94,1-24-2019-094-03,3,2,2L1MJ5LK4FBL,2015,2L1,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",LINCOLN,MKT,2015,INCOMPLETE VEHICLE,Limo,,,,Incomplete,4,,3700.0,,OAKVILLE,ONTARIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:09:23.627,977,Oakville Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,225.95,303.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,,2L1MJ5LK*FB******,,544.939671082174,1,4
14686,77,93,1-77-2019-093-02,2,1,2T1BURHE3JC0,2018,2T1,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2018,PASSENGER CAR,ZRE172L,L/LE/SE/XLE/XSE,,,Sedan/Saloon,4,2ZR-FE,1798,,CAMBRIDGE,ONTARIO,CANADA,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,,,22OCT2020:13:09:41.250,1085,"Toyota Motor Manufacturing, Inc.",Standard,,,,106.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,4x2,2,,,1,,,,,,Toyota,4,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,148.00,Dual Overhead Cam (DOHC),,,Manual,Yes,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2T1BURHE*JC******,Direct,82.9547267506105,9,4
14685,77,92,1-77-2019-092-02,2,3,2T3DK4DV6CW0,2012,2T3,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,RAV4,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),ASA33L/ASA38L/GSA33L/GSA38L,High,,,Wagon,5,2GR-FE,3456,,WOODSTOCK,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:09:56.063,1085,"Toyota Motor Manufacturing, Canada, Inc.",,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,Toyota,,6,Water,Gasoline,,,V-Shaped,200.59,269.00,314.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,2T3DK4DV*CW******,Direct,82.9547267506105,9,4
14689,23,25,1-23-2019-025-02,2,2,2T3P1RFVXKW0,2019,2T3,TOYOTA MOTOR MANUFACTURING CANADA,Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,RAV4,2019,MULTIPURPOSE PASSENGER VEHICLE (MPV),AXAA52L/AXAA54L/AXAH54L,XLE / XLE Premium 4WD,,,Wagon,5,A25A-FKS,2487,Automatic,WOODSTOCK,ONTARIO,CANADA,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,22OCT2020:13:09:57.173,1085,"Toyota Motor Manufacturing, Canada, Inc.",,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,105.90,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,8,4WD/4-Wheel Drive/4x4,2,,,,,,,,,Toyota,4,4,,Gasoline,,,In-Line,151.38,203.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,Standard,0,Not Applicable,,Not Applicable,Not Applicable,2T3P1RFV*KW******,Direct,92.2459026829539,5,4
14685,77,92,1-77-2019-092-02,2,1,3FA6P0D94GR3,2016,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2016,PASSENGER CAR,Titanium,,,,Sedan/Saloon,4,,2000.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:14:33.797,979,Hermosillo,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,178.97,240.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FA6P0D9*GR******,Direct,82.9547267506105,9,4
14705,73,49,1-73-2019-049-04,4,2,3FA6P0H75GR2,2016,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2016,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,2500.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:14:38.437,979,Hermosillo,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,4,,Gasoline,,,In-Line,130.50,175.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FA6P0H7*GR******,Direct,47.2783295775548,3,4
14687,66,51,1-66-2019-051-06,6,2,3FA6P0HD3ER3,2014,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2014,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,1500.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:14:41.797,979,Hermosillo,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FA6P0HD*ER******,Direct,126.563264397582,6,4
14681,24,93,1-24-2019-093-03,3,2,3FAHP08126R1,2006,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2006,PASSENGER CAR,SEL,,,,Sedan/Saloon,4,,3000.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:14:59.810,979,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,156.60,210.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FAHP081*6R******,,544.93967119046,1,4
14716,13,64,1-13-2019-064-01,1,1,3FAHP0HA5AR2,2010,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2010,PASSENGER CAR,SE,,,,Sedan/Saloon,4,Ford,2500.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:15:01.703,979,Hermosillo,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,130.50,175.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FAHP0HA*AR******,Direct,129.908047037684,7,4
14685,77,92,1-77-2019-092-02,2,2,3FAHP0JG8CR2,2012,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2012,PASSENGER CAR,SEL FWD,,,,Sedan/Saloon,4,,3000.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,22OCT2020:13:15:04.593,979,Hermosillo,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,178.97,240.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3FAHP0JG*CR******,Direct,82.9547267506105,9,4
